Created as New Dataset,
cm-1,A
1213.00,1.6372
1212.00,1.6386
1211.00,1.6385
1210.00,1.6370
1209.00,1.6343
1208.00,1.6309
1207.00,1.6273
1206.00,1.6241
1205.00,1.6218
1204.00,1.6208
1203.00,1.6215
1202.00,1.6244
1201.00,1.6295
1200.00,1.6370
1199.00,1.6465
1198.00,1.6574
1197.00,1.6690
1196.00,1.6810
1195.00,1.6928
1194.00,1.7033
1193.00,1.7112
1192.00,1.7160
1191.00,1.7178
1190.00,1.7169
1189.00,1.7132
1188.00,1.7071
1187.00,1.6991
1186.00,1.6903
1185.00,1.6816
1184.00,1.6739
1183.00,1.6679
1182.00,1.6637
1181.00,1.6612
1180.00,1.6606
1179.00,1.6615
1178.00,1.6631
1177.00,1.6643
1176.00,1.6647
1175.00,1.6648
1174.00,1.6654
1173.00,1.6667
1172.00,1.6682
1171.00,1.6698
1170.00,1.6713
1169.00,1.6729
1168.00,1.6747
1167.00,1.6774
1166.00,1.6812
1165.00,1.6855
1164.00,1.6891
1163.00,1.6905
1162.00,1.6889
1161.00,1.6842
1160.00,1.6771
1159.00,1.6689
1158.00,1.6606
1157.00,1.6526
1156.00,1.6450
1155.00,1.6380
1154.00,1.6318
1153.00,1.6258
1152.00,1.6197
1151.00,1.6136
1150.00,1.6082
1149.00,1.6039
1148.00,1.6004
1147.00,1.5974
1146.00,1.5946
1145.00,1.5922
1144.00,1.5904
1143.00,1.5890
1142.00,1.5880
1141.00,1.5874
1140.00,1.5872
1139.00,1.5879
1138.00,1.5894
1137.00,1.5914
1136.00,1.5932
1135.00,1.5944
1134.00,1.5950
1133.00,1.5943
1132.00,1.5918
1131.00,1.5870
1130.00,1.5805
1129.00,1.5736
1128.00,1.5674
1127.00,1.5626
1126.00,1.5592
1125.00,1.5570
1124.00,1.5557
1123.00,1.5550
1122.00,1.5549
1121.00,1.5548
1120.00,1.5548
1119.00,1.5550
1118.00,1.5564
1117.00,1.5593
1116.00,1.5634
1115.00,1.5676
1114.00,1.5702
1113.00,1.5699
1112.00,1.5663
1111.00,1.5601
1110.00,1.5531
1109.00,1.5469
1108.00,1.5423
1107.00,1.5394
1106.00,1.5381
1105.00,1.5382
1104.00,1.5396
1103.00,1.5420
1102.00,1.5447
1101.00,1.5476
1100.00,1.5506
1099.00,1.5538
1098.00,1.5566
1097.00,1.5585
1096.00,1.5595
1095.00,1.5596
1094.00,1.5593
1093.00,1.5585
1092.00,1.5578
1091.00,1.5574
1090.00,1.5576
1089.00,1.5586
1088.00,1.5606
1087.00,1.5636
1086.00,1.5673
1085.00,1.5713
1084.00,1.5753
1083.00,1.5793
1082.00,1.5829
1081.00,1.5857
1080.00,1.5876
1079.00,1.5886
1078.00,1.5886
1077.00,1.5870
1076.00,1.5837
1075.00,1.5790
1074.00,1.5736
1073.00,1.5682
1072.00,1.5628
1071.00,1.5578
1070.00,1.5529
1069.00,1.5478
1068.00,1.5422
1067.00,1.5364
1066.00,1.5311
1065.00,1.5270
1064.00,1.5241
1063.00,1.5223
1062.00,1.5211
1061.00,1.5200
1060.00,1.5188
1059.00,1.5176
1058.00,1.5162
1057.00,1.5145
1056.00,1.5124
1055.00,1.5102
1054.00,1.5084
1053.00,1.5077
1052.00,1.5083
1051.00,1.5101
1050.00,1.5124
1049.00,1.5146
1048.00,1.5162
1047.00,1.5171
1046.00,1.5175
1045.00,1.5175
1044.00,1.5176
1043.00,1.5179
1042.00,1.5185
1041.00,1.5193
1040.00,1.5205
1039.00,1.5221
1038.00,1.5238
1037.00,1.5252
1036.00,1.5262
1035.00,1.5269
1034.00,1.5272
1033.00,1.5273
1032.00,1.5277
1031.00,1.5294
1030.00,1.5332
1029.00,1.5385
1028.00,1.5439
1027.00,1.5472
1026.00,1.5467
1025.00,1.5419
1024.00,1.5336
1023.00,1.5238
1022.00,1.5142
1021.00,1.5059
1020.00,1.4988
1019.00,1.4929
1018.00,1.4880
1017.00,1.4842
1016.00,1.4819
1015.00,1.4816
1014.00,1.4840
1013.00,1.4892
1012.00,1.4964
1011.00,1.5042
1010.00,1.5103
1009.00,1.5121
1008.00,1.5089
1007.00,1.5018
1006.00,1.4933
1005.00,1.4860
1004.00,1.4811
1003.00,1.4790
1002.00,1.4793
1001.00,1.4813
1000.00,1.4841
999.00,1.4867
998.00,1.4883
997.00,1.4889
996.00,1.4892
995.00,1.4896
994.00,1.4904
993.00,1.4915
992.00,1.4931
991.00,1.4952
990.00,1.4977
989.00,1.5007
988.00,1.5044
987.00,1.5095
986.00,1.5159
985.00,1.5236
984.00,1.5322
983.00,1.5414
982.00,1.5513
981.00,1.5617
980.00,1.5722
979.00,1.5826
978.00,1.5931
977.00,1.6044
976.00,1.6165
975.00,1.6293
974.00,1.6419
973.00,1.6538
972.00,1.6649
971.00,1.6751
970.00,1.6838
969.00,1.6908
968.00,1.6960
967.00,1.6996
966.00,1.7014
965.00,1.7011
964.00,1.6984
963.00,1.6937
962.00,1.6876
961.00,1.6804
960.00,1.6721
959.00,1.6629
958.00,1.6530
957.00,1.6424
956.00,1.6305
955.00,1.6165
954.00,1.6004
953.00,1.5830
952.00,1.5658
951.00,1.5497
950.00,1.5349
949.00,1.5214
948.00,1.5091
947.00,1.4986
946.00,1.4901
945.00,1.4839
944.00,1.4801
943.00,1.4783
942.00,1.4777
941.00,1.4776
940.00,1.4778
939.00,1.4779
938.00,1.4776
937.00,1.4767
936.00,1.4750
935.00,1.4728
934.00,1.4706
933.00,1.4685
932.00,1.4664
931.00,1.4641
930.00,1.4616
929.00,1.4593
928.00,1.4577
927.00,1.4573
926.00,1.4579
925.00,1.4595
924.00,1.4620
923.00,1.4658
922.00,1.4703
921.00,1.4742
920.00,1.4758
919.00,1.4745
918.00,1.4707
917.00,1.4657
916.00,1.4606
915.00,1.4556
914.00,1.4506
913.00,1.4458
912.00,1.4417
911.00,1.4387
910.00,1.4367
909.00,1.4352
908.00,1.4340
907.00,1.4333
906.00,1.4331
905.00,1.4332
904.00,1.4336
903.00,1.4340
902.00,1.4346
901.00,1.4353
900.00,1.4362
899.00,1.4376
898.00,1.4391
897.00,1.4403
896.00,1.4414
895.00,1.4427
894.00,1.4450
893.00,1.4480
892.00,1.4511
891.00,1.4537
890.00,1.4553
889.00,1.4556
888.00,1.4547
887.00,1.4523
886.00,1.4489
885.00,1.4450
884.00,1.4415
883.00,1.4390
882.00,1.4377
881.00,1.4373
880.00,1.4374
879.00,1.4373
878.00,1.4368
877.00,1.4363
876.00,1.4367
875.00,1.4382
874.00,1.4400
873.00,1.4411
872.00,1.4413
871.00,1.4411
870.00,1.4408
869.00,1.4405
868.00,1.4406
867.00,1.4413
866.00,1.4427
865.00,1.4448
864.00,1.4474
863.00,1.4499
862.00,1.4511
861.00,1.4497
860.00,1.4457
859.00,1.4401
858.00,1.4342
857.00,1.4285
856.00,1.4232
855.00,1.4187
854.00,1.4149
853.00,1.4120
852.00,1.4097
851.00,1.4083
850.00,1.4077
849.00,1.4072
848.00,1.4064
847.00,1.4054
846.00,1.4049
845.00,1.4051
844.00,1.4060
843.00,1.4076
842.00,1.4099
841.00,1.4136
840.00,1.4191
839.00,1.4264
838.00,1.4348
837.00,1.4426
836.00,1.4484
835.00,1.4509
834.00,1.4496
833.00,1.4448
832.00,1.4380
831.00,1.4316
830.00,1.4276
829.00,1.4261
828.00,1.4263
827.00,1.4275
826.00,1.4294
825.00,1.4322
824.00,1.4355
823.00,1.4388
822.00,1.4415
821.00,1.4432
820.00,1.4437
819.00,1.4433
818.00,1.4425
817.00,1.4415
816.00,1.4403
815.00,1.4385
814.00,1.4366
813.00,1.4348
812.00,1.4333
811.00,1.4315
810.00,1.4291
809.00,1.4259
808.00,1.4222
807.00,1.4189
806.00,1.4160
805.00,1.4131
804.00,1.4102
803.00,1.4075
802.00,1.4059
801.00,1.4058
800.00,1.4069
799.00,1.4084
798.00,1.4098
797.00,1.4111
796.00,1.4126
795.00,1.4148
794.00,1.4177
793.00,1.4208
792.00,1.4239
791.00,1.4274
790.00,1.4314
789.00,1.4357
788.00,1.4396
787.00,1.4425
786.00,1.4445
785.00,1.4459
784.00,1.4474
783.00,1.4497
782.00,1.4530
781.00,1.4572
780.00,1.4620
779.00,1.4668
778.00,1.4708
777.00,1.4735
776.00,1.4750
775.00,1.4756
774.00,1.4760
773.00,1.4763
772.00,1.4770
771.00,1.4783
770.00,1.4800
769.00,1.4817
768.00,1.4830
767.00,1.4843
766.00,1.4859
765.00,1.4882
764.00,1.4910
763.00,1.4942
762.00,1.4981
761.00,1.5027
760.00,1.5081
759.00,1.5138
758.00,1.5195
757.00,1.5246
756.00,1.5287
755.00,1.5315
754.00,1.5326
753.00,1.5318
752.00,1.5285
751.00,1.5228
750.00,1.5155
749.00,1.5084
748.00,1.5026
747.00,1.4986
746.00,1.4959
745.00,1.4939
744.00,1.4925
743.00,1.4919
742.00,1.4922
741.00,1.4934
740.00,1.4947
739.00,1.4959
738.00,1.4969
737.00,1.4987
736.00,1.5021
735.00,1.5071
734.00,1.5131
733.00,1.5192
732.00,1.5259
731.00,1.5340
730.00,1.5435
729.00,1.5539
728.00,1.5658
727.00,1.5810
726.00,1.6005
725.00,1.6232
724.00,1.6456
723.00,1.6633
722.00,1.6725
721.00,1.6702
720.00,1.6555
719.00,1.6303
718.00,1.5995
717.00,1.5687
716.00,1.5420
715.00,1.5210
714.00,1.5050
713.00,1.4923
712.00,1.4817
711.00,1.4728
710.00,1.4652
709.00,1.4581
708.00,1.4513
707.00,1.4450
706.00,1.4397
705.00,1.4350
704.00,1.4304
703.00,1.4258
702.00,1.4217
701.00,1.4183
700.00,1.4153
699.00,1.4122
698.00,1.4085
697.00,1.4046
696.00,1.4014
695.00,1.3998
694.00,1.4001
693.00,1.4022
692.00,1.4061
691.00,1.4118
690.00,1.4181
689.00,1.4225
688.00,1.4221
687.00,1.4159
686.00,1.4047
685.00,1.3910
684.00,1.3775
683.00,1.3663
682.00,1.3584
681.00,1.3534
680.00,1.3508
679.00,1.3497
678.00,1.3491
677.00,1.3483
676.00,1.3478
675.00,1.3480
674.00,1.3490
673.00,1.3500
672.00,1.3504
671.00,1.3504
670.00,1.3505
669.00,1.3507
668.00,1.3505
667.00,1.3498
666.00,1.3495
665.00,1.3498
664.00,1.3499
663.00,1.3498
662.00,1.3499
661.00,1.3503
660.00,1.3505
659.00,1.3502
658.00,1.3496
657.00,1.3494
656.00,1.3497
655.00,1.3504
654.00,1.3509
653.00,1.3508
652.00,1.3504
651.00,1.3505
650.00,1.3513
649.00,1.3523
648.00,1.3529
647.00,1.3533
646.00,1.3542
645.00,1.3556
644.00,1.3573
643.00,1.3586
642.00,1.3595
641.00,1.3602
640.00,1.3612
639.00,1.3629
638.00,1.3650
637.00,1.3669
636.00,1.3682
635.00,1.3686
634.00,1.3682
633.00,1.3675
632.00,1.3668
631.00,1.3664
630.00,1.3666
629.00,1.3672
628.00,1.3685
627.00,1.3705
626.00,1.3731
625.00,1.3759
624.00,1.3788
623.00,1.3820
622.00,1.3853
621.00,1.3885
620.00,1.3915
619.00,1.3942
618.00,1.3961
617.00,1.3965
616.00,1.3953
615.00,1.3933
614.00,1.3912
613.00,1.3891
612.00,1.3867
611.00,1.3840
610.00,1.3817
609.00,1.3800
608.00,1.3790
607.00,1.3784
606.00,1.3781
605.00,1.3778
604.00,1.3774
603.00,1.3771
602.00,1.3771
601.00,1.3771
600.00,1.3769
599.00,1.3768
598.00,1.3768
597.00,1.3769
596.00,1.3772
595.00,1.3780
594.00,1.3800
593.00,1.3829
592.00,1.3862
591.00,1.3897
590.00,1.3936
589.00,1.3977
588.00,1.4014
587.00,1.4046
586.00,1.4075
585.00,1.4103
584.00,1.4126
583.00,1.4143
582.00,1.4156
581.00,1.4171
580.00,1.4184
579.00,1.4189
578.00,1.4184
577.00,1.4172
576.00,1.4160
575.00,1.4157
574.00,1.4168
573.00,1.4193
572.00,1.4224
571.00,1.4253
570.00,1.4271
569.00,1.4279
568.00,1.4277
567.00,1.4271
566.00,1.4264
565.00,1.4262
564.00,1.4266
563.00,1.4274
562.00,1.4281
561.00,1.4282
560.00,1.4275
559.00,1.4267
558.00,1.4268
557.00,1.4280
556.00,1.4303
555.00,1.4333
554.00,1.4360
553.00,1.4371
552.00,1.4363
551.00,1.4352
550.00,1.4357
